Date,Origin Airport,Origin City,Origin Country,Destination Airport,Destination City,Destination Country,Total Volume,Direct Volume,Destination Lat,Destination Long,Origin Lat,Origin Long
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Norfolk International Airport, VA, US",Norfolk,United States,26,0,36.8,-76.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,26,0,33.7,-117.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Springfield-Branson National Airport, MO, US",Springfield,United States,26,0,37.2,-93.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cincinnati/Northern Kentucky International Airport, OH, US",Cincinnati,United States,26,26,39.1,-84.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"John Glenn Columbus International Airport, OH, US",Columbus,United States,26,0,40.0,-83.0,30.0,-90.1
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"San Antonio International Airport, TX, US",San Antonio,United States,26,0,29.4,-98.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,26,0,47.6,-122.3,32.5,-93.8
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Northwest Arkansas Regional Airport, AR, US",Fayetteville,United States,25,0,36.1,-94.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Portland International Airport, OR, US",Portland,United States,25,0,45.5,-122.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Raleigh-Durham International Airport, NC, US",Raleigh/Durham,United States,25,0,35.8,-78.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Albany County Airport, NY, US",Albany,United States,25,0,42.7,-73.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Fresno Yosemite International Airport, CA, US",Fresno,United States,25,0,36.7,-119.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Logan International Airport, MA, US",Boston,United States,25,0,42.4,-71.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tucson International Airport, AZ, US",Tucson,United States,25,0,32.2,-110.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Louisville International Airport, KY, US",Louisville,United States,25,0,38.3,-85.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tulsa International Airport, OK, US",Tulsa,United States,25,0,36.2,-96.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Richmond International Airport, VA, US",Richmond,United States,24,0,37.6,-77.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Philadelphia International Airport, PA, US",Philadelphia,United States,24,0,40.0,-75.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Greater Rochester International Airport, NY, US",Rochester,United States,24,16,43.2,-77.6,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Portland International Airport, OR, US",Portland,United States,23,0,45.5,-122.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Harrisburg International Airport, PA, US",Harrisburg,United States,23,0,40.3,-76.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cleveland-Hopkins International Airport, OH, US",Cleveland,United States,23,0,41.5,-81.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cleveland-Hopkins International Airport, OH, US",Cleveland,United States,23,0,41.5,-81.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Chicago O'Hare International Airport, IL, US",Chicago,United States,23,20,41.9,-87.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"San Antonio International Airport, TX, US",San Antonio,United States,23,0,29.4,-98.5,30.0,-90.1
April-2020,"Monroe Regional Airport, LA, US",Monroe,United States,"Denver International Airport, CO, US",Denver,United States,23,0,39.7,-105.0,32.5,-92.1
April-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Los Angeles International Airport, CA, US",Los Angeles,United States,23,0,34.1,-118.2,30.2,-92.0
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Denver International Airport, CO, US",Denver,United States,23,0,39.7,-105.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Lambert–St. Louis International Airport, IL, US",St Louis,United States,23,0,38.6,-90.2,32.5,-93.8
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,23,0,33.4,-112.1,30.5,-91.2
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,22,0,40.8,-111.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"McCarran International Airport, NV, US",Las Vegas,United States,22,0,36.2,-115.1,32.5,-93.8
April-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Denver International Airport, CO, US",Denver,United States,22,0,39.7,-105.0,30.2,-92.0
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Cincinnati/Northern Kentucky International Airport, OH, US",Cincinnati,United States,22,0,39.1,-84.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Burlington International Airport, VT, US",Burlington,United States,22,0,44.5,-73.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Pittsburgh International Airport, PA, US",Pittsburgh,United States,22,0,40.4,-80.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Theodore Francis Green State Airport, RI, US",Providence,United States,22,0,41.8,-71.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Will Rogers World Airport, OK, US",Oklahoma City,United States,22,0,35.5,-97.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Los Angeles International Airport, CA, US",Los Angeles,United States,22,0,34.1,-118.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Detroit Metropolitan Wayne County Airport, MI, US",Detroit,United States,21,0,42.3,-83.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Charleston International Airport, SC, US",Charleston,United States,21,0,32.8,-79.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Adams Field, AR, US",Little Rock,United States,21,0,34.7,-92.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Key West International Airport, FL, US",Key West,United States,21,0,24.6,-81.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Albuquerque International Airport, NM, US",Albuquerque,United States,21,0,35.1,-106.7,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Orlando International Airport, FL, US",Orlando,United States,20,0,28.5,-81.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Indianapolis International Airport, IN, US",Indianapolis,United States,20,0,39.8,-86.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Manchester Airport, NH, US",Manchester,United States,20,1,43.0,-71.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Lambert–St. Louis International Airport, IL, US",St Louis,United States,20,0,38.6,-90.2,30.0,-90.1
April-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,20,0,33.4,-112.1,30.2,-92.0
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Nashville International Airport, TN, US",Nashville,United States,20,0,36.2,-86.8,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"San Francisco International Airport, CA, US",San Francisco,United States,20,0,37.8,-122.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Philadelphia International Airport, PA, US",Philadelphia,United States,20,0,40.0,-75.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Kansas City International Airport, MO, US",Kansas City,United States,19,0,39.1,-94.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Anchorage International Airport, AK, US",Anchorage,United States,19,0,61.2,-149.9,32.5,-93.8
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Yeager Airport, WV, US",Charleston,United States,19,0,38.3,-81.6,30.5,-91.2
April-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Norfolk International Airport, VA, US",Norfolk,United States,19,0,36.8,-76.3,30.2,-92.0
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Wichita Mid-Continent Airport, KS, US",Wichita,United States,19,0,37.7,-97.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"La Guardia Airport, NY, US",New York,United States,19,0,40.7,-74.0,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Charlottesville-Albemarle Airport, VA, US",Charlottesville,United States,19,0,38.0,-78.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Orlando International Airport, FL, US",Orlando,United States,19,0,28.5,-81.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Adams Field, AR, US",Little Rock,United States,18,0,34.7,-92.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Charleston International Airport, SC, US",Charleston,United States,18,0,32.8,-79.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Albany County Airport, NY, US",Albany,United States,18,0,42.7,-73.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Kansas City International Airport, MO, US",Kansas City,United States,18,0,39.1,-94.6,30.0,-90.1
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Philadelphia International Airport, PA, US",Philadelphia,United States,18,0,40.0,-75.2,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Los Angeles International Airport, CA, US",Los Angeles,United States,18,0,34.1,-118.2,30.5,-91.2
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"San Diego International Airport, CA, US",San Diego,United States,18,0,32.7,-117.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Sacramento International Airport, CA, US",Sacramento,United States,18,0,38.6,-121.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,18,0,38.9,-77.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Ontario International Airport, CA, US",Ontario,United States,17,0,34.1,-117.7,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Detroit Metropolitan Wayne County Airport, MI, US",Detroit,United States,17,0,42.3,-83.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"James M Cox Dayton International Airport, OH, US",Dayton,United States,17,0,39.8,-84.2,32.5,-93.8
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,17,0,40.8,-111.9,30.5,-91.2
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"McGhee Tyson Airport, TN, US",Knoxville,United States,17,0,36.0,-83.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Blue Grass Airport, KY, US",Lexington,United States,17,0,38.0,-84.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Corpus Christi International Airport, TX, US",Corpus Christi,United States,17,0,27.8,-97.4,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Tucson International Airport, AZ, US",Tucson,United States,17,0,32.2,-110.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Spokane International Airport, WA, US",Spokane,United States,17,0,47.7,-117.4,30.0,-90.1
April-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"Denver International Airport, CO, US",Denver,United States,17,0,39.7,-105.0,30.2,-92.0
April-2020,"Lafayette Regional Airport, LA, US",Lafayette,United States,"San Diego International Airport, CA, US",San Diego,United States,17,0,32.7,-117.2,30.2,-92.0
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"John Wayne Airport-Orange County, CA, US",Santa Ana,United States,16,0,33.7,-117.9,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Savannah International Airport, GA, US",Savannah,United States,16,0,32.1,-81.1,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Sacramento International Airport, CA, US",Sacramento,United States,16,0,38.6,-121.5,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Long Island Mac Arthur Airport, NY, US",Islip,United States,16,9,40.7,-73.2,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Norfolk International Airport, VA, US",Norfolk,United States,16,0,36.8,-76.3,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"Louisville International Airport, KY, US",Louisville,United States,16,0,38.3,-85.8,30.0,-90.1
April-2020,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,"The Eastern Iowa Airport, IA, US",Cedar Rapids,United States,16,0,42.0,-91.6,30.0,-90.1
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,16,0,38.9,-77.0,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tulsa International Airport, OK, US",Tulsa,United States,16,0,36.2,-96.0,30.5,-91.2
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Baltimore-Washington International Airport, MD, US",Baltimore,United States,16,0,39.3,-76.6,32.5,-93.8
